Timestamp,PM2.5 (µg/m³),PM10 (µg/m³)
2025-04-01 00:00:00,34.01,95.63
2025-04-01 01:00:00,51.14,123.89
2025-04-01 02:00:00,41.50,110.81
2025-04-01 03:00:00,45.21,119.77
2025-04-01 04:00:00,66.04,147.50
2025-04-01 05:00:00,62.87,180.44
2025-04-01 06:00:00,113.41,254.14
2025-04-01 07:00:00,90.64,216.02
2025-04-01 08:00:00,53.72,165.90
2025-04-01 09:00:00,48.36,138.28
2025-04-01 10:00:00,45.56,121.10
2025-04-01 11:00:00,40.88,126.04
2025-04-01 12:00:00,22.05,113.86
2025-04-01 13:00:00,10.76,90.09
2025-04-01 14:00:00,6.08,83.40
2025-04-01 15:00:00,9.70,82.25
2025-04-01 16:00:00,7.11,88.99
2025-04-01 17:00:00,12.76,88.12
2025-04-01 18:00:00,23.69,100.66
2025-04-01 19:00:00,25.67,129.83
2025-04-01 20:00:00,39.02,180.83
2025-04-01 21:00:00,56.76,221.86
2025-04-01 22:00:00,75.48,258.47
2025-04-01 23:00:00,79.06,205.82
2025-04-02 00:00:00,82.35,220.58
2025-04-02 01:00:00,87.42,363.01
2025-04-02 02:00:00,99.15,308.09
2025-04-02 03:00:00,143.58,301.63
2025-04-02 04:00:00,155.41,390.82
2025-04-02 05:00:00,123.19,358.83
2025-04-02 06:00:00,166.45,452.57
2025-04-02 07:00:00,163.70,406.72
2025-04-02 08:00:00,99.82,265.15
2025-04-02 09:00:00,85.22,277.70
2025-04-02 10:00:00,68.63,233.04
2025-04-02 11:00:00,60.68,246.95
2025-04-02 12:00:00,36.93,197.72
2025-04-02 13:00:00,11.45,133.68
2025-04-02 14:00:00,2.31,96.33
2025-04-02 15:00:00,1.13,90.20
2025-04-02 16:00:00,6.92,83.83
2025-04-02 17:00:00,5.45,91.11
2025-04-02 18:00:00,11.84,104.41
2025-04-02 19:00:00,30.31,157.12
2025-04-02 20:00:00,49.01,217.56
2025-04-02 21:00:00,54.45,296.55
2025-04-02 22:00:00,41.36,257.61
2025-04-02 23:00:00,NA,249.93
2025-04-03 00:00:00,7.10,243.11
2025-04-03 01:00:00,22.24,244.93
2025-04-03 02:00:00,25.56,205.08
2025-04-03 03:00:00,15.25,184.29
2025-04-03 04:00:00,16.13,174.32
2025-04-03 05:00:00,14.97,181.54
2025-04-03 06:00:00,69.48,201.76
2025-04-03 07:00:00,88.08,243.42
2025-04-03 08:00:00,85.26,263.57
