Timestamp,PM2.5 (µg/m³),PM10 (µg/m³),NO (µg/m³),NO2 (µg/m³),NOx (ppb),NH3 (µg/m³),SO2 (µg/m³),CO (mg/m³),Ozone (µg/m³),Benzene (µg/m³),Toluene (µg/m³),Xylene (µg/m³),O Xylene (µg/m³),Eth-Benzene (µg/m³),MP-Xylene (µg/m³),AT (°C),RH (%),WS (m/s),WD (deg),RF (mm),TOT-RF (mm),SR (W/mt2),BP (mmHg),VWS (m/s)
2022-01-02 00:00:00,451.00,670.00,249.47,26.52,275.98,166.50,4.67,6.30,2.75,NA,NA,NA,NA,NA,NA,8.55,99.30,0.30,251.50,0.00,0.00,4.55,998.88,NA
2022-01-02 01:00:00,451.00,650.00,234.30,23.48,257.82,165.22,3.48,5.90,2.80,NA,NA,NA,NA,NA,NA,8.18,99.30,0.30,251.50,0.00,0.00,4.53,998.38,NA
2022-01-02 02:00:00,438.00,610.00,185.40,20.90,206.30,162.90,2.80,4.40,2.85,NA,NA,NA,NA,NA,NA,7.88,99.30,0.30,251.50,0.00,0.00,4.53,997.97,NA
2022-01-02 03:00:00,367.00,528.00,160.50,22.02,182.58,159.45,2.42,4.00,2.72,NA,NA,NA,NA,NA,NA,7.65,99.30,0.30,251.48,0.00,0.00,4.50,997.77,NA
2022-01-02 04:00:00,338.00,475.00,144.90,21.75,166.58,159.43,1.78,3.38,2.70,4.80,41.35,NA,NA,NA,NA,7.85,99.30,0.32,251.68,0.00,0.00,4.50,997.55,NA
2022-01-02 05:00:00,316.00,449.00,136.65,26.58,163.25,164.50,1.78,3.00,2.58,4.80,41.88,NA,NA,NA,NA,8.68,99.30,0.60,229.28,0.00,0.00,4.50,997.98,NA
2022-01-02 06:00:00,327.50,471.75,79.45,33.85,113.33,170.60,1.77,2.25,2.50,4.48,36.50,NA,NA,NA,NA,8.93,99.30,0.52,244.45,0.00,0.00,4.58,998.32,NA
2022-01-02 07:00:00,304.50,455.00,60.77,29.80,90.60,169.20,2.72,1.70,2.68,3.88,29.85,NA,NA,NA,NA,8.50,99.30,0.57,247.05,0.00,0.00,16.20,998.60,NA
2022-01-02 08:00:00,286.50,443.50,42.22,35.52,77.77,163.88,3.22,1.65,2.90,2.85,23.28,NA,NA,NA,NA,10.00,98.95,0.57,224.62,0.00,0.00,65.18,999.50,NA
2022-01-02 09:00:00,299.75,453.75,28.70,50.80,79.45,164.98,4.08,1.65,3.55,2.48,19.90,NA,NA,NA,NA,13.38,82.12,0.57,209.00,0.00,0.00,166.45,NA,NA
2022-01-02 10:00:00,324.00,473.50,11.25,43.75,54.95,166.22,14.82,1.42,7.40,2.20,16.73,NA,NA,NA,NA,16.62,60.10,0.57,247.52,0.00,0.00,262.82,NA,NA
2022-01-02 11:00:00,316.50,460.50,8.27,40.83,49.08,167.72,67.88,1.23,13.52,2.12,12.48,NA,NA,NA,NA,18.92,46.70,0.55,234.77,0.00,0.00,347.85,999.58,NA
2022-01-02 12:00:00,289.50,449.75,6.70,37.38,44.12,166.18,40.13,0.90,22.28,1.70,10.70,NA,NA,NA,NA,20.42,38.85,0.60,232.02,0.00,0.00,393.90,998.42,NA
2022-01-02 13:00:00,202.75,332.25,5.45,29.58,35.07,167.20,16.45,0.65,32.60,1.23,7.88,NA,NA,NA,NA,21.60,34.17,0.52,251.68,0.00,0.00,376.42,997.65,NA
2022-01-02 14:00:00,145.25,250.25,4.78,24.55,29.10,169.22,10.75,0.60,43.12,1.00,8.38,NA,NA,NA,NA,21.50,34.22,0.52,253.90,0.00,0.00,293.42,996.88,NA
2022-01-02 15:00:00,144.00,246.25,3.20,24.68,27.85,167.60,9.93,0.60,43.95,1.02,11.73,NA,NA,NA,NA,21.42,34.65,0.48,253.90,0.00,0.00,202.65,996.10,NA
2022-01-02 16:00:00,129.75,236.75,2.35,21.52,23.85,159.70,7.10,0.58,37.22,0.92,9.07,NA,NA,NA,NA,19.97,38.52,0.58,252.40,0.00,0.00,85.40,995.75,NA
2022-01-02 17:00:00,108.00,205.00,4.30,26.82,31.22,152.85,6.20,0.90,18.02,1.08,11.58,NA,NA,NA,NA,15.48,53.63,0.70,214.72,0.00,0.00,14.22,995.90,NA
2022-01-02 18:00:00,147.25,269.25,16.95,44.28,61.25,152.80,5.13,1.93,2.98,1.70,19.30,NA,NA,NA,NA,13.28,68.25,0.62,227.12,0.00,0.00,4.65,997.15,NA
2022-01-02 19:00:00,245.75,409.00,34.00,51.18,85.22,157.82,4.37,2.33,2.58,3.52,35.83,NA,NA,NA,NA,13.68,68.47,0.65,258.40,0.00,0.00,4.65,998.18,NA
2022-01-02 20:00:00,291.00,485.75,88.45,45.10,133.48,161.48,3.85,3.85,3.08,3.38,39.08,NA,NA,NA,NA,11.35,87.42,0.85,256.12,0.00,0.00,4.60,998.25,NA
2022-01-02 21:00:00,360.25,550.00,118.60,40.70,159.15,167.22,3.80,4.38,2.90,4.55,38.40,NA,NA,NA,NA,10.30,95.70,0.30,256.10,0.00,0.00,4.62,998.42,NA
2022-01-02 22:00:00,363.75,557.75,105.00,42.32,147.32,168.50,3.52,3.60,2.72,4.10,39.80,NA,NA,NA,NA,10.12,95.65,0.90,256.40,0.00,0.00,4.57,998.42,NA
2022-01-02 23:00:00,333.25,522.00,74.32,38.48,112.68,168.12,3.15,2.73,2.45,4.10,39.35,NA,NA,NA,NA,9.80,94.08,0.45,256.70,0.00,0.00,4.57,998.03,NA
2022-01-03 00:00:00,292.00,461.75,50.65,30.22,80.88,158.12,3.03,2.25,2.47,3.35,34.42,NA,NA,NA,NA,8.90,96.98,0.68,256.58,0.00,0.00,4.57,997.32,NA
2022-01-03 01:00:00,273.50,403.50,47.92,25.42,73.45,158.80,2.50,2.30,2.90,3.05,31.95,NA,NA,NA,NA,8.52,99.05,0.30,256.45,0.00,0.00,4.53,996.90,NA
2022-01-03 02:00:00,268.75,389.00,61.20,21.60,82.80,158.30,2.50,2.30,2.68,3.12,30.02,NA,NA,NA,NA,8.33,99.30,0.38,256.38,0.00,0.00,4.55,996.65,NA
2022-01-03 03:00:00,256.75,374.50,57.52,23.28,80.77,153.55,2.28,2.12,2.55,3.32,28.45,NA,NA,NA,NA,8.12,99.30,0.43,256.42,0.00,0.00,4.53,996.08,NA
2022-01-03 04:00:00,249.00,366.75,56.62,24.28,80.90,156.25,2.22,1.92,2.92,3.27,26.60,NA,NA,NA,NA,8.20,99.30,0.42,256.55,0.00,0.00,4.53,995.95,NA
2022-01-03 05:00:00,249.25,371.75,60.70,24.20,84.93,160.55,2.20,1.80,2.78,3.08,23.52,NA,NA,NA,NA,8.05,99.30,0.48,256.62,0.00,0.00,4.53,995.98,NA
2022-01-03 06:00:00,265.25,395.75,50.75,23.28,74.00,163.62,2.13,1.67,2.48,2.95,22.02,NA,NA,NA,NA,8.00,99.30,0.52,256.70,0.00,0.00,4.55,996.52,NA
2022-01-03 07:00:00,276.00,409.50,53.18,25.72,78.92,164.85,2.70,1.42,2.73,2.62,19.15,NA,NA,NA,NA,8.22,99.30,0.50,256.70,0.00,0.00,16.68,996.95,NA
2022-01-03 08:00:00,259.50,399.75,77.58,33.10,110.60,161.15,3.70,1.90,2.82,2.32,15.70,NA,NA,NA,NA,10.02,99.30,0.70,255.23,0.00,0.00,67.97,997.55,NA
2022-01-03 09:00:00,287.75,445.25,56.42,53.38,109.58,161.75,4.58,1.72,3.55,2.33,14.40,NA,NA,NA,NA,14.12,75.82,0.57,219.02,0.00,0.00,182.90,998.28,NA
2022-01-03 10:00:00,300.00,485.25,17.48,51.47,68.97,163.43,5.75,1.50,7.52,2.02,14.42,NA,NA,NA,NA,17.73,50.95,0.58,235.38,0.00,0.00,290.30,997.95,NA
2022-01-03 11:00:00,288.50,463.25,11.00,51.53,62.48,166.20,5.85,1.50,15.90,2.25,16.20,NA,NA,NA,NA,19.45,45.65,0.52,236.18,0.00,0.00,334.58,997.32,NA
2022-01-03 12:00:00,289.50,469.25,6.42,43.20,49.60,166.25,5.67,1.32,33.93,2.15,14.12,NA,NA,NA,NA,20.43,40.35,0.57,225.20,0.00,0.00,269.00,996.22,NA
2022-01-03 13:00:00,242.75,425.50,4.25,33.17,37.53,166.48,5.60,1.02,46.20,1.98,15.55,NA,NA,NA,NA,21.22,36.35,0.55,234.00,0.00,0.00,348.60,995.45,NA
2022-01-03 14:00:00,180.25,341.25,3.55,27.58,31.08,169.10,5.32,0.75,52.70,1.70,17.02,NA,NA,NA,NA,21.98,31.18,0.57,226.02,0.00,0.00,317.55,994.78,NA
2022-01-03 15:00:00,155.00,293.50,2.50,27.50,29.72,167.68,5.28,0.70,53.65,1.25,14.32,NA,NA,NA,NA,22.08,31.10,0.58,233.32,0.00,0.00,210.50,994.50,NA
2022-01-03 16:00:00,149.50,276.00,3.55,28.82,32.33,161.50,5.15,0.82,46.35,1.40,15.68,NA,NA,NA,NA,20.60,36.10,0.58,223.05,0.00,0.00,90.65,994.50,NA
2022-01-03 17:00:00,158.25,293.75,5.22,40.00,45.10,154.50,4.85,1.20,22.08,1.65,13.70,NA,NA,NA,NA,17.00,51.12,0.75,244.60,0.00,0.00,13.02,994.75,NA
2022-01-03 18:00:00,199.25,357.50,34.17,50.00,83.85,154.00,4.43,2.23,3.82,2.82,24.60,NA,NA,NA,NA,13.68,72.62,0.75,259.50,0.00,0.00,4.62,995.12,NA
2022-01-03 19:00:00,277.25,466.25,123.28,53.82,176.90,158.27,4.28,4.70,2.88,4.18,36.17,NA,NA,NA,NA,12.60,85.38,0.70,259.55,0.00,0.00,4.65,995.60,NA
2022-01-03 20:00:00,358.75,579.25,254.50,49.20,303.62,164.10,5.48,7.08,3.00,4.70,40.60,NA,NA,NA,NA,12.90,89.15,0.72,259.40,0.00,0.00,4.60,995.70,NA
2022-01-03 21:00:00,423.50,713.50,317.23,50.70,367.95,168.82,6.22,7.85,3.03,NA,NA,NA,NA,NA,NA,12.77,90.72,0.42,259.75,0.00,0.00,4.60,995.88,NA
2022-01-03 22:00:00,442.00,726.75,354.22,54.90,409.25,174.12,5.90,7.40,2.88,NA,NA,NA,NA,NA,NA,12.82,91.80,0.30,259.82,0.00,0.00,4.57,996.38,NA
2022-01-03 23:00:00,474.25,717.25,308.52,42.80,351.22,173.70,5.57,6.38,2.82,NA,NA,NA,NA,NA,NA,12.25,94.00,0.57,260.02,0.00,0.00,4.60,996.38,NA
2022-01-04 00:00:00,466.50,678.00,294.25,39.00,333.25,173.60,5.33,6.12,2.72,NA,NA,NA,NA,NA,NA,11.95,95.30,0.57,259.98,0.00,0.00,4.55,996.22,NA
2022-01-04 01:00:00,448.75,635.75,300.02,33.98,333.98,173.88,3.92,5.85,3.10,NA,NA,NA,NA,NA,NA,11.10,98.48,0.48,259.73,0.00,0.00,4.57,995.77,NA
2022-01-04 02:00:00,438.75,618.75,302.80,38.00,340.70,172.40,3.30,5.40,3.22,NA,NA,NA,NA,NA,NA,10.90,99.30,0.65,259.60,0.00,0.00,4.50,995.62,NA
2022-01-04 03:00:00,408.00,582.00,273.05,31.88,304.88,167.50,3.35,4.65,3.00,NA,NA,NA,NA,NA,NA,10.65,99.30,0.60,259.68,0.00,0.00,4.57,995.40,NA
2022-01-04 04:00:00,355.75,513.50,190.98,32.08,223.10,162.82,2.40,3.18,2.95,4.85,41.90,NA,NA,NA,NA,10.12,99.30,0.42,259.98,0.00,0.00,4.47,994.90,NA
2022-01-04 05:00:00,303.00,435.25,148.52,24.78,173.32,164.52,1.85,2.72,3.22,4.42,39.78,NA,NA,NA,NA,10.02,99.30,0.62,259.95,0.00,0.00,4.47,994.78,NA
2022-01-04 06:00:00,286.25,407.00,132.62,25.58,158.52,166.98,1.90,2.53,3.25,4.02,36.07,NA,NA,NA,NA,10.00,99.30,0.78,259.98,0.00,0.00,4.50,995.28,NA
2022-01-04 07:00:00,272.00,394.00,126.10,28.55,155.25,166.72,2.68,2.10,3.28,3.32,28.90,NA,NA,NA,NA,10.68,99.30,0.30,179.25,0.00,0.00,15.88,996.10,NA
2022-01-04 08:00:00,278.75,417.25,134.18,39.62,173.48,168.70,3.10,2.30,3.42,3.22,23.35,NA,NA,NA,NA,12.75,97.82,0.30,131.22,0.00,0.00,71.82,996.60,NA
2022-01-04 09:00:00,309.25,481.75,81.65,63.60,145.03,168.78,4.05,2.25,3.32,3.08,20.83,NA,NA,NA,NA,16.68,73.70,0.48,177.98,0.00,0.00,154.02,997.42,NA
2022-01-04 10:00:00,341.00,532.25,45.42,80.60,125.82,170.90,5.20,2.22,3.97,3.15,18.82,NA,NA,NA,NA,19.15,55.18,0.60,213.02,0.00,0.00,230.38,997.90,NA
2022-01-04 11:00:00,309.50,520.75,19.05,62.75,81.72,163.62,6.45,1.42,9.80,2.68,16.15,NA,NA,NA,NA,21.58,36.12,0.48,228.42,0.00,0.00,291.98,997.00,NA
2022-01-04 12:00:00,208.50,379.50,8.83,53.20,62.00,162.18,6.70,1.28,26.62,2.08,14.50,NA,NA,NA,NA,23.62,28.40,0.45,249.00,0.00,0.00,363.38,995.98,NA
2022-01-04 13:00:00,179.25,335.25,4.85,28.98,33.80,164.62,5.25,0.48,39.95,1.62,10.25,NA,NA,NA,NA,24.08,20.98,0.55,256.78,0.00,0.00,284.25,995.10,NA
2022-01-04 14:00:00,71.00,176.75,3.75,27.33,31.10,163.60,5.18,0.48,41.20,1.10,8.65,NA,NA,NA,NA,24.02,23.30,0.48,302.60,0.00,0.00,246.45,994.38,NA
2022-01-04 15:00:00,77.75,192.75,5.35,31.12,36.55,162.18,8.27,0.48,36.30,0.90,16.20,NA,NA,NA,NA,22.83,26.75,0.50,271.85,0.00,0.00,119.00,994.00,NA
2022-01-04 16:00:00,83.00,196.00,4.75,33.68,38.38,155.82,11.60,0.60,28.42,0.95,15.75,NA,NA,NA,NA,22.28,30.02,0.48,279.88,0.00,0.00,84.15,993.62,NA
2022-01-04 17:00:00,91.75,223.00,7.58,44.42,51.85,152.27,7.25,0.98,8.02,1.27,15.62,NA,NA,NA,NA,19.08,40.62,0.55,254.92,0.00,0.00,11.40,994.12,NA
2022-01-04 18:00:00,103.25,262.50,63.00,47.22,110.15,150.00,5.90,2.03,2.80,2.10,23.50,NA,NA,NA,NA,16.82,52.22,0.50,265.45,0.00,0.00,4.60,994.38,NA
2022-01-04 19:00:00,142.50,336.50,126.82,47.32,174.40,156.57,4.62,3.00,2.52,2.85,33.78,NA,NA,NA,NA,15.32,63.50,0.68,265.40,0.00,0.00,4.60,994.82,NA
2022-01-04 20:00:00,174.50,402.75,195.42,46.42,241.68,159.68,4.88,4.45,3.05,3.68,39.48,NA,NA,NA,NA,14.45,72.03,0.95,265.38,0.00,0.00,4.62,995.18,NA
2022-01-04 21:00:00,266.75,531.25,274.85,45.40,320.27,165.20,5.35,6.07,2.90,4.60,41.20,NA,NA,NA,NA,14.00,79.88,0.40,265.32,0.00,0.00,4.60,995.80,NA
2022-01-04 22:00:00,356.25,620.50,337.50,44.88,382.10,174.53,5.93,7.22,3.42,NA,NA,NA,NA,NA,NA,14.28,83.35,0.48,147.15,0.00,0.00,4.62,995.95,NA
2022-01-04 23:00:00,454.50,729.00,282.05,42.35,324.38,177.40,5.35,5.12,2.88,NA,NA,NA,NA,NA,NA,13.82,84.90,0.58,29.95,0.00,0.00,4.65,995.18,NA
2022-01-05 00:00:00,437.25,648.25,187.88,37.55,225.10,174.32,4.33,3.28,2.72,NA,NA,NA,NA,NA,NA,13.30,88.18,0.52,29.92,0.00,0.00,4.68,994.88,NA
2022-01-05 01:00:00,397.50,583.75,121.05,37.95,159.45,179.30,2.85,2.53,2.50,4.58,31.78,NA,NA,NA,NA,13.00,91.35,1.05,30.10,0.00,0.00,4.70,994.78,NA
2022-01-05 02:00:00,408.75,533.25,74.80,32.40,107.30,173.70,2.60,2.00,2.75,4.00,24.20,NA,NA,NA,NA,12.85,93.82,1.20,30.10,0.00,0.00,4.68,994.68,NA
2022-01-05 03:00:00,464.50,578.25,58.62,32.02,90.72,168.88,2.33,1.92,2.80,4.42,19.20,NA,NA,NA,NA,12.58,96.02,1.17,30.10,0.00,0.00,4.62,994.22,NA
2022-01-05 04:00:00,476.75,613.00,47.35,32.48,79.90,164.80,3.20,1.78,3.00,4.70,16.90,NA,NA,NA,NA,13.45,94.05,0.62,16.60,0.00,0.00,4.57,993.80,NA
2022-01-05 05:00:00,433.25,573.25,19.02,33.05,52.12,169.65,4.20,1.48,2.55,3.28,10.78,NA,NA,NA,NA,13.80,92.02,0.62,25.68,0.00,0.00,4.50,993.72,NA
2022-01-05 06:00:00,415.50,518.25,15.48,29.17,44.72,172.58,2.07,1.47,3.35,2.40,7.18,NA,NA,NA,NA,12.88,97.28,0.65,24.80,0.00,0.00,4.50,994.20,NA
2022-01-05 07:00:00,396.00,495.00,27.90,27.40,55.35,174.00,3.40,1.60,5.05,2.15,7.80,NA,NA,NA,NA,12.90,98.25,1.00,24.80,0.00,0.00,5.25,994.85,NA
2022-01-05 08:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,NA,NA,NA
2022-01-05 09:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,NA,NA,NA
2022-01-05 10:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,NA,NA,NA
2022-01-05 11:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,NA,NA,NA
2022-01-05 12:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,NA,NA,NA
2022-01-05 13:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,NA,NA,NA
2022-01-05 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,NA,NA,NA
2022-01-05 15:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,NA,NA,NA
2022-01-05 16:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,NA,NA,NA
2022-01-05 17:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,NA,NA,NA
2022-01-05 18:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,NA,NA,NA
2022-01-05 19:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,NA,NA,NA
2022-01-05 20:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,NA,NA,NA
2022-01-05 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,NA,NA,NA
2022-01-05 22:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,NA,NA,NA
2022-01-05 23:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,NA,NA,NA
2022-01-06 00:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,NA,NA,NA
2022-01-06 01:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,NA,NA,NA
2022-01-06 02:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,NA,NA,NA
2022-01-06 03:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,NA,NA,NA
2022-01-06 04:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,NA,NA,NA
2022-01-06 05:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,NA,NA,NA
2022-01-06 06:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,NA,NA,NA
2022-01-06 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,NA,NA,NA
2022-01-06 08:00:00,121.00,163.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,NA,NA,NA
2022-01-06 09:00:00,114.25,157.25,8.20,21.47,29.57,162.23,5.20,0.80,5.30,0.88,7.95,NA,NA,NA,NA,15.95,90.88,0.50,93.72,0.00,0.00,154.55,997.00,NA
2022-01-06 10:00:00,95.75,140.75,6.30,20.22,26.52,160.90,5.75,0.75,2.30,0.80,8.00,NA,NA,NA,NA,17.62,81.28,0.50,96.35,0.00,0.00,272.83,996.78,NA
2022-01-06 11:00:00,97.25,144.50,7.20,17.33,24.55,153.42,5.48,0.70,8.43,0.82,6.75,NA,NA,NA,NA,18.73,75.97,0.48,86.88,0.00,0.00,300.17,996.02,NA
2022-01-06 12:00:00,82.50,141.50,7.25,19.02,26.25,155.00,5.23,0.60,12.32,0.65,6.55,NA,NA,NA,NA,19.88,69.38,0.48,64.18,0.00,0.00,340.10,994.72,NA
2022-01-06 13:00:00,69.75,116.75,4.45,19.70,24.20,161.60,5.88,0.48,15.10,0.60,6.95,NA,NA,NA,NA,20.82,59.28,0.50,81.05,0.00,0.00,337.80,993.38,NA
