Timestamp,PM2.5 (µg/m³),PM10 (µg/m³),NO (µg/m³),NO2 (µg/m³),NOx (ppb),NH3 (µg/m³),SO2 (µg/m³),CO (mg/m³),Ozone (µg/m³),Benzene (µg/m³),Toluene (µg/m³),Xylene (µg/m³),O Xylene (µg/m³),Eth-Benzene (µg/m³),MP-Xylene (µg/m³),AT (°C),RH (%),WS (m/s),WD (deg),RF (mm),TOT-RF (mm),SR (W/mt2),BP (mmHg),VWS (m/s)
2024-01-22 21:00:00,378.75,530.75,60.8,51.05,76.58,34.38,6.1,2.08,1.15,0.0,0.0,,,,,10.15,87.0,0.3,118.0,0.0,0.0,5.0,981.25,
2024-01-22 22:00:00,457.75,628.25,76.03,45.45,85.95,32.42,6.18,2.46,2.4,0.0,0.0,,,,,9.98,88.25,0.3,118.0,0.0,0.0,5.0,981.0,
2024-01-22 23:00:00,478.5,663.75,82.05,43.45,89.8,30.05,6.25,2.33,2.7,0.0,0.0,,,,,10.35,89.0,0.3,115.5,0.0,0.0,5.0,981.0,
2024-01-23 00:00:00,417.25,630.5,29.5,52.82,52.08,28.58,6.17,1.66,2.68,0.0,0.0,,,,,10.62,88.5,0.35,91.25,0.0,0.0,5.0,981.75,
2024-01-23 01:00:00,239.75,410.25,9.45,50.9,34.78,19.65,6.05,1.26,4.28,0.0,0.0,,,,,10.7,88.0,0.4,100.5,0.0,0.0,5.0,983.0,
2024-01-23 02:00:00,182.5,326.75,5.15,41.62,26.32,19.32,6.07,1.01,4.15,0.0,0.0,,,,,10.78,87.75,0.4,98.25,0.0,0.0,5.0,983.75,
2024-01-23 03:00:00,156.5,288.5,3.45,38.92,23.52,19.95,6.07,0.96,3.92,0.0,0.0,,,,,10.78,87.5,0.43,132.75,0.0,0.0,5.0,984.0,
2024-01-23 04:00:00,154.0,281.0,2.3,36.48,21.28,24.7,5.95,0.92,3.92,0.0,0.0,,,,,10.6,88.0,0.38,114.75,0.0,0.0,5.0,983.0,
2024-01-23 05:00:00,144.5,266.75,2.7,32.3,19.38,35.85,5.87,0.89,3.3,0.0,0.0,,,,,10.58,88.5,0.32,138.0,0.0,0.0,5.0,981.25,
2024-01-23 06:00:00,125.0,250.25,1.7,35.92,19.7,33.92,5.8,0.88,3.78,0.0,0.0,,,,,10.55,88.0,0.3,167.75,0.0,0.0,5.0,981.0,
2024-01-23 07:00:00,126.75,255.0,4.03,45.12,27.28,30.25,5.9,1.05,3.45,0.0,0.0,,,,,10.52,88.0,0.32,166.75,0.0,0.0,7.5,981.0,
2024-01-23 08:00:00,132.25,276.5,13.38,48.75,36.8,26.72,6.0,1.23,3.6,0.0,0.0,,,,,10.65,87.75,0.32,102.0,0.0,0.0,21.75,981.5,
2024-01-23 09:00:00,137.75,272.75,13.48,49.5,37.28,19.45,6.07,1.37,4.82,0.0,0.0,,,,,10.95,85.25,0.35,128.5,0.0,0.0,43.5,983.0,
2024-01-23 10:00:00,168.25,271.0,19.2,53.45,44.05,17.9,6.12,1.48,4.4,0.0,0.0,,,,,11.6,79.75,0.35,214.75,0.0,0.0,71.0,983.25,
2024-01-23 11:00:00,229.25,326.5,22.15,58.28,49.0,19.25,6.2,1.66,4.53,0.0,0.0,,,,,12.95,71.0,0.35,236.0,0.0,0.0,197.5,984.0,
2024-01-23 12:00:00,288.5,408.25,23.72,81.78,62.78,25.0,6.37,1.93,5.98,0.0,0.0,,,,,14.8,60.75,0.32,207.5,0.0,0.0,235.0,983.25,
2024-01-23 13:00:00,360.5,543.0,18.0,100.32,68.0,35.35,6.5,1.98,10.18,0.0,0.0,,,,,15.55,56.25,0.35,209.25,0.0,0.0,204.0,981.25,
2024-01-23 14:00:00,371.5,575.0,9.68,97.6,59.8,36.48,6.48,2.03,10.55,0.0,0.0,,,,,15.78,56.0,0.32,271.0,0.0,0.0,148.75,980.5,
2024-01-23 15:00:00,366.25,589.5,4.92,86.75,50.12,37.8,6.38,1.89,10.2,0.0,0.0,,,,,15.12,60.25,0.38,304.5,0.0,0.0,82.0,980.0,
2024-01-23 16:00:00,358.75,617.0,3.68,75.08,42.92,35.38,6.25,1.7,10.45,0.0,0.0,,,,,14.62,63.0,0.3,286.0,0.0,0.0,41.0,980.5,
2024-01-23 17:00:00,313.0,528.25,2.48,77.58,43.25,26.75,6.2,1.84,7.62,0.0,0.0,,,,,14.02,68.25,0.3,331.0,0.0,0.0,13.5,982.0,
2024-01-23 18:00:00,314.25,482.75,8.52,79.18,49.08,24.05,6.2,2.23,4.82,0.0,0.0,,,,,13.1,73.5,0.3,322.0,0.0,0.0,5.0,983.0,
2024-01-23 19:00:00,347.5,464.5,11.18,76.03,49.55,25.6,6.02,2.04,3.22,0.0,0.0,,,,,12.28,77.5,0.4,296.0,0.0,0.0,5.0,983.0,
2024-01-23 20:00:00,345.75,434.25,10.02,63.4,41.85,30.68,5.95,1.77,1.9,0.0,0.0,,,,,11.5,80.75,0.5,278.75,0.0,0.0,5.0,982.75,
2024-01-23 21:00:00,310.25,385.25,14.9,51.5,39.52,40.67,,1.66,1.92,0.0,0.0,,,,,11.0,83.25,0.43,293.75,0.0,0.0,5.0,981.5,
2024-01-23 22:00:00,283.75,363.0,12.55,49.88,36.75,41.78,5.75,1.64,2.33,0.0,0.0,,,,,10.8,85.5,0.4,296.75,0.0,0.0,5.0,981.0,
2024-01-23 23:00:00,270.75,364.25,18.95,47.65,40.75,39.1,5.7,1.64,2.33,0.0,0.0,,,,,10.9,85.5,0.3,313.25,0.0,0.0,5.0,980.75,
2024-01-24 00:00:00,257.25,348.5,18.32,49.15,41.02,35.05,5.73,1.59,2.38,0.0,0.0,,,,,10.98,85.0,0.3,220.25,0.0,0.0,5.0,981.0,
2024-01-24 01:00:00,252.25,326.75,22.92,47.22,43.78,25.4,5.98,1.6,3.7,0.0,0.0,,,,,11.12,84.25,0.35,274.5,0.0,0.0,5.0,983.0,
2024-01-24 02:00:00,286.25,370.75,16.98,44.05,37.25,23.55,6.1,1.54,3.38,0.0,0.0,,,,,10.98,85.5,0.32,310.5,0.0,0.0,5.0,983.25,
2024-01-24 03:00:00,350.25,443.75,15.1,42.0,34.62,24.5,6.25,1.66,3.08,0.0,0.0,,,,,11.08,86.0,0.32,320.0,0.0,0.0,5.0,984.0,
2024-01-24 04:00:00,398.25,520.75,14.6,43.53,35.0,27.45,6.3,1.55,3.35,0.0,0.0,,,,,11.08,85.5,0.35,302.75,0.0,0.0,5.0,983.25,
2024-01-24 05:00:00,354.25,471.25,11.72,42.45,32.15,37.88,6.2,1.33,1.9,0.0,0.0,,,,,10.88,86.5,0.4,308.0,0.0,0.0,5.0,981.5,
2024-01-24 06:00:00,280.75,403.0,9.3,41.62,29.75,37.05,6.1,1.3,3.02,0.0,0.0,,,,,10.55,86.5,0.38,316.75,0.0,0.0,5.0,981.0,
2024-01-24 07:00:00,270.25,390.0,13.68,42.65,33.83,33.4,6.1,1.6,2.65,0.0,0.0,,,,,10.52,85.75,0.3,319.0,0.0,0.0,7.5,981.0,
2024-01-24 08:00:00,254.0,374.5,17.05,43.2,36.83,31.28,6.07,1.55,2.48,0.0,0.0,,,,,10.7,84.0,0.35,272.25,0.0,0.0,20.5,981.25,
2024-01-24 09:00:00,242.0,366.25,16.35,40.9,35.05,22.78,6.12,1.65,4.5,0.0,0.0,,,,,10.88,81.25,0.38,270.75,0.0,0.0,36.25,983.0,
2024-01-24 10:00:00,261.75,383.75,19.23,41.1,37.55,20.85,6.2,1.75,16.83,0.0,0.0,,,,,10.95,80.25,0.4,275.0,0.0,0.0,58.75,983.75,
2024-01-24 11:00:00,298.75,416.0,19.9,46.7,41.02,22.02,6.3,1.76,7.1,0.0,0.0,,,,,12.0,73.0,0.38,233.25,0.0,0.0,166.0,984.0,
2024-01-24 12:00:00,322.0,437.0,15.22,58.5,43.52,25.5,6.37,2.0,4.75,0.0,0.0,,,,,13.78,63.25,0.4,221.5,0.0,0.0,221.5,983.75,
2024-01-24 13:00:00,330.0,482.25,8.1,61.1,39.08,36.62,6.38,1.6,8.65,0.0,0.0,,,,,14.98,55.25,0.4,230.25,0.0,0.0,236.25,981.5,
2024-01-24 14:00:00,261.75,413.75,4.9,51.28,31.2,37.42,6.57,1.12,10.65,0.0,0.0,,,,,15.7,50.0,0.38,248.5,0.0,0.0,201.5,980.5,
2024-01-24 15:00:00,246.5,394.0,4.8,65.08,38.5,37.08,6.62,1.4,13.08,0.0,0.0,,,,,15.98,51.25,0.35,242.0,0.0,0.0,117.75,980.0,
2024-01-24 16:00:00,324.5,523.75,4.1,89.9,51.18,37.38,6.7,1.68,11.25,0.0,0.0,,,,,15.12,58.0,0.3,262.5,0.0,0.0,50.25,980.25,
2024-01-24 17:00:00,379.75,653.25,6.2,98.0,57.18,28.58,6.72,1.85,7.72,0.0,0.0,,,,,14.32,62.75,0.3,249.75,0.0,0.0,15.75,982.0,
2024-01-24 18:00:00,352.5,576.25,12.38,97.7,62.05,25.9,6.67,2.17,3.8,0.0,0.0,,,,,13.42,69.25,0.3,267.25,0.0,0.0,5.25,983.0,
2024-01-24 19:00:00,358.5,539.5,15.32,88.1,59.32,25.8,6.38,2.12,3.55,0.0,0.0,,,,,12.8,72.75,0.3,278.25,0.0,0.0,5.0,983.0,
2024-01-24 20:00:00,306.75,432.75,26.9,73.05,60.75,27.65,6.3,2.33,2.68,0.0,0.0,,,,,12.2,77.25,0.32,292.75,0.0,0.0,5.0,983.0,
2024-01-24 21:00:00,368.5,470.5,34.58,60.12,60.1,38.4,6.32,2.02,1.55,0.0,0.0,,,,,11.62,79.75,0.3,324.25,0.0,0.0,5.0,981.5,
2024-01-24 22:00:00,423.75,540.75,36.75,51.85,57.45,37.78,6.28,1.99,2.3,0.0,0.0,,,,,10.9,83.25,0.3,303.0,0.0,0.0,5.0,981.0,
2024-01-24 23:00:00,427.75,548.25,49.6,56.53,70.42,34.83,6.25,1.87,2.5,0.0,0.0,,,,,10.7,86.5,0.3,321.75,0.0,0.0,5.0,981.0,
2024-01-25 00:00:00,307.0,454.75,17.05,52.05,41.55,33.22,6.13,1.45,2.15,0.0,0.0,,,,,10.58,86.0,0.3,339.75,0.0,0.0,5.0,981.25,
2024-01-25 01:00:00,234.75,348.5,15.92,46.52,37.7,22.9,6.2,1.45,3.68,0.0,0.0,,,,,10.28,87.25,0.3,322.75,0.0,0.0,5.0,983.0,
2024-01-25 02:00:00,300.25,411.75,22.18,39.6,39.08,20.18,6.38,1.49,3.12,0.0,0.0,,,,,10.05,88.5,0.3,300.75,0.0,0.0,5.0,983.75,
2024-01-25 03:00:00,345.75,455.5,15.27,37.48,32.35,20.42,6.3,1.11,2.32,0.0,0.0,,,,,9.88,88.75,0.3,307.75,0.0,0.0,5.0,984.0,
2024-01-25 04:00:00,132.5,170.25,19.1,37.75,35.62,23.45,6.2,1.21,2.62,0.0,0.0,,,,,9.83,89.25,0.4,249.5,0.0,0.0,5.0,983.75,
2024-01-25 05:00:00,137.0,182.0,21.02,39.22,37.92,35.0,6.12,1.05,1.3,0.0,0.0,,,,,10.02,89.25,0.45,232.25,0.0,0.0,5.0,981.75,
2024-01-25 06:00:00,112.0,175.0,13.28,38.1,31.02,35.38,6.03,0.87,1.48,0.0,0.0,,,,,10.12,89.0,0.3,227.75,0.0,0.0,5.0,981.0,
2024-01-25 07:00:00,90.5,161.0,13.35,40.1,32.2,31.92,6.05,1.1,2.17,0.0,0.0,,,,,9.98,89.0,0.35,181.75,0.0,0.0,9.25,981.0,
2024-01-25 08:00:00,92.5,163.5,18.1,41.98,37.05,29.78,6.02,1.19,2.17,0.0,0.0,,,,,10.15,87.25,0.3,240.25,0.0,0.0,32.25,981.25,
2024-01-25 09:00:00,114.75,196.25,23.42,46.35,43.7,21.38,6.12,1.44,4.2,0.0,0.0,,,,,10.72,82.5,0.3,259.25,0.0,0.0,85.25,983.0,
2024-01-25 10:00:00,175.25,251.0,28.68,57.7,53.98,18.6,6.25,1.91,4.25,0.0,0.0,,,,,12.3,71.5,0.5,239.5,0.0,0.0,174.25,983.75,
2024-01-25 11:00:00,271.25,380.5,24.15,62.48,52.88,20.18,6.38,2.01,4.12,0.0,0.0,,,,,12.5,68.75,0.6,260.75,0.0,0.0,213.0,984.0,
2024-01-25 12:00:00,336.25,476.5,16.0,69.0,49.7,22.4,6.6,1.92,5.65,0.0,0.0,,,,,13.68,62.75,0.35,258.5,0.0,0.0,191.75,983.75,
2024-01-25 13:00:00,349.5,498.25,10.42,80.82,51.48,33.8,6.38,2.0,5.65,0.0,0.0,,,,,14.3,60.25,0.38,286.25,0.0,0.0,178.75,981.5,
2024-01-25 14:00:00,335.25,510.25,8.75,82.25,50.88,36.48,6.43,1.78,7.4,0.0,0.0,,,,,14.8,59.0,0.38,226.75,0.0,0.0,174.75,980.5,
2024-01-25 15:00:00,297.75,483.25,6.7,95.38,56.18,36.05,6.55,1.98,9.85,0.0,0.0,,,,,15.22,57.75,0.3,282.0,0.0,0.0,76.0,980.0,
2024-01-25 16:00:00,330.75,553.75,4.47,101.95,57.85,36.12,6.42,2.2,8.05,0.0,0.0,,,,,14.68,61.25,0.38,290.0,0.0,0.0,49.5,980.0,
2024-01-25 17:00:00,340.25,643.5,3.8,101.42,57.02,28.1,6.28,2.37,6.22,0.0,0.0,,,,,14.02,64.75,0.3,284.75,0.0,0.0,15.0,981.75,
2024-01-25 18:00:00,327.25,552.5,12.78,97.82,62.4,23.0,6.3,2.49,4.5,0.0,0.0,,,,,13.22,69.0,0.32,283.0,0.0,0.0,5.0,983.0,
2024-01-25 19:00:00,326.5,486.0,49.0,92.45,89.02,24.62,6.3,3.42,3.62,0.0,0.0,,,,,12.18,76.25,0.3,305.75,0.0,0.0,5.0,983.0,
2024-01-25 20:00:00,386.0,534.25,66.32,80.12,96.55,26.3,6.3,3.86,2.65,0.0,0.0,,,,,11.58,80.25,0.3,251.75,0.0,0.0,5.0,983.0,
2024-01-25 21:00:00,412.25,546.25,109.52,70.97,126.78,39.47,6.3,4.29,1.85,0.0,0.0,,,,,10.88,85.75,0.3,267.75,0.0,0.0,5.0,981.75,
2024-01-25 22:00:00,515.75,681.5,64.8,71.62,90.8,40.1,6.18,2.88,2.7,0.0,0.0,,,,,10.6,87.0,0.3,296.0,0.0,0.0,5.0,981.0,
2024-01-25 23:00:00,360.0,484.25,70.32,54.6,86.25,34.9,6.12,2.84,1.62,0.0,0.0,,,,,10.22,88.0,0.3,296.0,0.0,0.0,5.0,981.0,
2024-01-26 00:00:00,319.5,445.0,98.08,40.5,101.28,31.88,6.17,3.16,2.12,0.0,0.0,,,,,10.0,88.25,0.3,296.0,0.0,0.0,5.0,981.0,
2024-01-26 01:00:00,318.25,462.25,100.32,36.52,100.98,22.92,6.15,3.03,4.68,0.0,0.0,,,,,9.9,89.0,0.3,295.0,0.0,0.0,5.0,982.75,
2024-01-26 02:00:00,298.5,437.25,98.42,34.15,98.2,18.7,6.2,2.96,3.38,0.0,0.0,,,,,9.8,89.25,0.3,295.0,0.0,0.0,5.0,983.75,
2024-01-26 03:00:00,293.75,424.25,91.48,32.8,91.8,20.82,6.2,3.02,4.05,0.0,0.0,,,,,9.78,89.75,0.3,295.0,0.0,0.0,5.0,984.0,
2024-01-26 04:00:00,314.0,434.75,110.75,30.18,106.05,22.22,6.3,3.76,3.8,0.0,0.0,,,,,10.0,90.25,0.3,295.0,0.0,0.0,5.0,984.0,
2024-01-26 05:00:00,354.25,462.75,138.1,33.3,130.0,32.8,6.3,4.04,2.65,0.0,0.0,,,,,10.1,91.0,0.3,295.25,0.0,0.0,5.0,982.0,
2024-01-26 06:00:00,376.5,503.0,153.7,35.65,143.9,35.17,6.33,3.52,2.28,0.0,0.0,,,,,10.38,90.75,0.3,333.5,0.0,0.0,5.0,981.0,
2024-01-26 07:00:00,445.0,617.0,72.7,41.5,81.2,35.95,6.22,2.26,2.92,0.0,0.0,,,,,10.2,90.25,0.3,331.0,0.0,0.0,13.75,981.0,
2024-01-26 08:00:00,528.75,748.5,36.8,41.78,52.12,32.92,6.1,1.77,2.5,0.0,0.0,,,,,10.78,89.5,0.3,355.25,0.0,0.0,54.75,981.0,
2024-01-26 09:00:00,414.75,573.75,28.4,73.15,62.0,25.05,6.3,1.74,5.2,0.0,0.0,,,,,11.9,84.75,0.3,291.0,0.0,0.0,112.5,982.75,
2024-01-26 10:00:00,422.25,588.75,25.58,121.78,85.55,23.1,6.38,2.16,3.95,0.0,0.0,,,,,13.78,71.25,0.3,216.75,0.0,0.0,166.0,983.0,
2024-01-26 11:00:00,513.25,659.5,13.78,95.4,61.95,25.05,6.3,2.42,6.68,0.0,0.0,,,,,15.52,60.75,0.3,187.5,0.0,0.0,194.5,983.0,
2024-01-26 12:00:00,565.25,663.75,9.72,117.88,70.62,27.5,6.43,2.7,10.23,0.0,0.0,,,,,16.65,55.25,0.3,185.5,0.0,0.0,201.5,983.0,
2024-01-26 13:00:00,465.25,563.25,3.58,70.78,40.52,38.83,6.6,1.32,19.35,0.0,0.0,,,,,17.67,43.5,0.38,256.25,0.0,0.0,222.0,981.75,
2024-01-26 14:00:00,246.5,344.25,1.8,47.1,26.52,40.5,6.68,0.67,26.7,0.0,0.0,,,,,18.32,39.25,0.32,257.5,0.0,0.0,210.25,980.25,
2024-01-26 15:00:00,163.5,247.75,0.7,40.95,22.38,36.92,6.5,0.4,30.28,0.0,0.0,,,,,18.0,38.0,0.35,264.25,0.0,0.0,120.0,979.75,
2024-01-26 16:00:00,181.25,260.25,1.67,70.7,38.35,39.83,6.5,1.57,18.1,0.0,0.0,,,,,16.82,52.0,0.3,146.5,0.0,0.0,53.25,980.0,
2024-01-26 17:00:00,318.25,422.5,5.28,84.78,49.38,34.38,6.32,2.04,5.95,0.0,0.0,,,,,14.9,62.75,0.3,170.0,0.0,0.0,14.5,981.5,
2024-01-26 18:00:00,308.25,440.0,33.1,95.7,77.8,25.72,6.23,2.51,3.92,0.0,0.0,,,,,12.58,74.75,0.3,169.0,0.0,0.0,5.0,982.75,
2024-01-26 19:00:00,297.75,442.0,64.22,106.55,108.88,24.98,6.2,3.06,3.55,0.0,0.0,,,,,11.62,80.75,0.3,169.0,0.0,0.0,5.0,983.0,
2024-01-26 20:00:00,333.25,461.25,105.6,84.8,130.98,22.8,6.3,4.77,3.65,0.0,0.0,,,,,11.35,84.25,0.3,169.0,0.0,0.0,5.0,983.0,
2024-01-26 21:00:00,419.5,552.0,187.92,85.65,198.32,37.72,6.45,6.62,1.85,0.0,0.0,,,,,11.08,86.5,0.3,169.0,0.0,0.0,5.0,982.0,
2024-01-26 22:00:00,469.5,631.0,218.27,66.1,212.6,38.48,6.5,7.34,2.25,0.0,0.0,,,,,10.92,88.0,0.3,169.0,0.0,0.0,5.0,981.0,
2024-01-26 23:00:00,502.25,652.75,238.68,52.48,221.92,33.7,6.52,7.74,2.48,0.0,0.0,,,,,10.8,88.25,0.3,169.0,0.0,0.0,5.0,981.0,
2024-01-27 00:00:00,466.75,602.0,111.52,68.85,127.28,35.2,6.4,4.23,1.97,0.0,0.0,,,,,10.58,88.5,0.3,169.0,0.0,0.0,5.0,981.0,
2024-01-27 01:00:00,300.75,415.75,54.02,62.0,76.88,26.08,5.95,2.11,31.48,0.0,0.0,,,,,10.25,89.0,0.3,169.0,0.0,0.0,5.0,982.5,
2024-01-27 02:00:00,224.0,313.25,31.7,48.02,51.32,20.95,5.87,1.42,3.32,0.0,0.0,,,,,9.95,89.5,0.3,169.0,0.0,0.0,5.0,983.5,
2024-01-27 03:00:00,182.5,244.25,24.2,39.12,40.5,22.18,5.87,1.3,4.08,0.0,0.0,,,,,9.93,90.0,0.3,169.0,0.0,0.0,5.0,984.0,
2024-01-27 04:00:00,178.25,229.0,43.15,30.72,51.42,22.38,5.9,1.46,4.38,0.0,0.0,,,,,9.88,91.25,0.3,169.0,0.0,0.0,5.0,984.0,
2024-01-27 05:00:00,183.75,241.5,45.05,34.75,55.1,31.12,5.77,1.25,2.1,0.0,0.0,,,,,9.9,92.0,0.3,169.0,0.0,0.0,5.25,982.5,
2024-01-27 06:00:00,174.25,235.25,64.03,33.7,70.0,35.5,5.73,1.43,2.17,0.0,0.0,,,,,9.88,93.0,0.3,169.0,0.0,0.0,5.0,981.0,
2024-01-27 07:00:00,185.75,242.25,85.0,34.7,87.58,30.78,5.88,2.02,2.72,0.0,0.0,,,,,10.05,93.5,0.3,169.25,0.0,0.0,14.75,981.0,
2024-01-27 08:00:00,199.25,267.0,71.32,48.72,83.88,30.68,5.98,2.0,3.32,0.0,0.0,,,,,11.05,88.75,0.35,195.5,0.0,0.0,51.0,981.0,
2024-01-27 09:00:00,229.0,325.5,45.6,123.3,102.68,25.15,6.1,1.85,4.3,0.0,0.0,,,,,13.2,72.75,0.55,213.25,0.0,0.0,125.75,982.25,
2024-01-27 10:00:00,241.25,366.25,17.62,72.12,52.7,19.55,6.22,1.35,4.35,0.0,0.0,,,,,15.55,55.0,0.78,194.75,0.0,0.0,214.5,983.0,
2024-01-27 11:00:00,223.5,361.75,8.55,58.9,38.3,21.88,6.32,1.1,7.38,0.0,0.0,,,,,17.25,43.75,0.65,213.25,0.0,0.0,252.25,983.0,
2024-01-27 12:00:00,182.25,330.75,4.4,50.98,30.7,25.0,6.43,0.76,12.9,0.0,0.0,,,,,18.4,39.75,0.62,212.5,0.0,0.0,285.25,983.0,
2024-01-27 13:00:00,137.0,281.5,1.65,45.1,25.35,31.8,6.6,0.59,16.95,0.0,0.0,,,,,19.23,37.0,0.65,219.0,0.0,0.0,275.0,981.5,
2024-01-27 14:00:00,112.25,267.0,1.62,40.08,22.62,35.15,6.57,0.43,21.12,0.0,0.0,,,,,19.42,36.75,0.85,228.25,0.0,0.0,230.5,980.0,
2024-01-27 15:00:00,93.0,260.5,2.6,37.0,21.08,32.05,6.38,0.29,23.42,0.0,0.0,,,,,19.23,36.25,1.15,229.25,0.0,0.0,168.0,979.75,
2024-01-27 16:00:00,71.5,258.25,1.1,43.1,22.6,31.62,6.52,0.39,22.12,0.0,0.0,,,,,18.52,39.75,0.52,264.5,0.0,0.0,82.5,980.0,
2024-01-27 17:00:00,76.5,200.5,1.75,52.55,28.55,27.8,6.55,0.54,17.08,0.0,0.0,,,,,17.18,42.75,0.45,274.5,0.0,0.0,20.0,980.75,
2024-01-27 18:00:00,85.5,223.25,7.6,81.0,49.25,25.92,6.3,1.17,6.1,0.0,0.0,,,,,15.02,52.25,0.3,223.0,0.0,0.0,5.0,982.0,
2024-01-27 19:00:00,145.5,317.5,46.2,98.18,89.78,24.78,6.12,2.79,3.42,0.0,0.0,,,,,13.5,61.75,0.3,219.0,0.0,0.0,5.0,982.75,
2024-01-27 20:00:00,188.25,359.25,85.55,99.78,122.62,21.05,6.22,4.0,3.7,0.0,0.0,,,,,12.98,66.0,0.3,219.0,0.0,0.0,5.0,983.0,
2024-01-27 21:00:00,234.5,391.0,153.43,95.4,175.48,28.18,6.3,5.41,1.9,0.0,0.0,,,,,12.3,70.75,0.3,219.0,0.0,0.0,5.0,982.0,
2024-01-27 22:00:00,274.0,454.25,238.42,82.7,237.85,30.75,6.45,6.82,2.45,0.0,0.0,,,,,11.5,77.5,0.3,219.0,0.0,0.0,5.0,981.0,
2024-01-27 23:00:00,285.5,477.0,244.45,67.8,234.8,25.5,6.45,7.05,2.52,0.0,0.0,,,,,11.15,81.5,0.3,219.0,0.0,0.0,5.0,980.5,
2024-01-28 00:00:00,300.5,480.0,245.58,58.95,231.02,25.02,6.47,6.38,2.62,0.0,0.0,,,,,10.85,84.0,0.3,219.0,0.0,0.0,5.0,980.25,
2024-01-28 01:00:00,293.0,451.5,234.05,55.0,219.5,20.88,6.18,5.65,3.85,0.0,0.0,,,,,10.68,85.5,0.3,219.0,0.0,0.0,5.0,982.25,
2024-01-28 02:00:00,283.0,438.75,244.82,52.98,227.22,14.28,6.2,5.49,4.12,0.0,0.0,,,,,10.65,87.0,0.3,219.0,0.0,0.0,5.0,983.0,
2024-01-28 03:00:00,279.75,406.25,272.4,50.85,248.52,14.08,6.3,5.6,3.25,0.0,0.0,,,,,10.65,87.5,0.3,219.0,0.0,0.0,5.0,983.75,
2024-01-28 04:00:00,276.0,376.25,283.88,44.35,254.38,15.35,6.3,5.45,3.12,0.0,0.0,,,,,10.58,88.0,0.3,219.0,0.0,0.0,5.0,984.0,
2024-01-28 05:00:00,266.5,350.75,283.85,39.9,252.0,22.02,6.3,5.05,2.25,0.0,0.0,,,,,10.58,88.75,0.3,219.0,0.0,0.0,5.0,982.75,
2024-01-28 06:00:00,265.25,340.25,338.02,33.38,292.55,27.5,6.3,5.32,2.68,0.0,0.0,,,,,10.6,88.75,0.3,219.0,0.0,0.0,5.0,981.0,
2024-01-28 07:00:00,278.25,379.0,442.5,26.8,374.0,25.48,6.48,5.51,5.18,0.0,0.0,,,,,10.85,89.0,0.3,219.0,0.0,0.0,14.0,981.0,
2024-01-28 08:00:00,342.5,480.5,337.68,78.42,316.22,29.62,6.5,4.84,10.32,0.0,0.0,,,,,11.9,85.75,0.3,197.5,0.0,0.0,49.0,980.75,
2024-01-28 09:00:00,437.0,610.75,120.15,158.75,182.1,28.72,6.18,2.82,5.68,0.0,0.0,,,,,13.0,72.25,0.38,212.0,0.0,0.0,85.0,982.0,
2024-01-28 10:00:00,463.0,687.0,63.78,127.78,119.78,24.88,6.05,2.21,11.08,0.0,0.0,,,,,13.62,66.5,0.52,176.25,0.0,0.0,117.25,983.0,
2024-01-28 11:00:00,420.5,598.5,43.28,93.75,85.02,25.8,6.32,1.9,10.58,0.0,0.0,,,,,13.92,65.75,0.7,140.5,0.0,0.0,140.5,983.0,
2024-01-28 12:00:00,373.0,518.5,33.98,88.48,74.68,26.38,6.47,1.72,8.32,0.0,0.0,,,,,14.28,65.25,0.6,174.75,0.0,0.0,150.5,983.0,
2024-01-28 13:00:00,335.0,472.0,23.7,78.92,61.22,32.42,6.48,1.47,6.58,0.0,0.0,,,,,14.42,65.5,0.88,197.75,0.0,0.0,139.0,982.25,
2024-01-28 14:00:00,307.0,432.5,16.55,70.68,51.08,41.65,6.18,1.29,8.32,0.0,0.0,,,,,14.32,67.0,0.6,162.75,0.0,0.0,102.25,980.75,
2024-01-28 15:00:00,301.5,406.75,15.95,81.45,56.28,40.35,6.2,1.32,6.55,0.0,0.0,,,,,14.2,68.75,0.55,170.75,0.0,0.0,62.75,980.0,
2024-01-28 16:00:00,308.0,421.75,11.92,71.85,47.88,39.6,6.12,1.15,3.92,0.0,0.0,,,,,13.98,72.25,0.57,169.25,0.0,0.0,37.0,980.0,
2024-01-28 17:00:00,268.25,359.75,11.72,69.07,46.3,36.38,6.2,1.14,4.8,0.0,0.0,,,,,13.65,75.0,0.42,109.0,0.0,0.0,13.5,981.0,
2024-01-28 18:00:00,272.0,356.75,20.78,65.75,51.88,28.7,6.23,1.26,8.25,0.0,0.0,,,,,13.2,78.5,0.4,121.75,0.0,0.0,5.0,982.75,
2024-01-28 19:00:00,292.5,362.25,25.75,57.72,51.68,29.25,6.4,1.97,9.0,0.0,0.0,,,,,12.92,81.0,0.45,70.0,0.0,0.0,5.0,983.0,
2024-01-28 20:00:00,298.25,373.0,31.98,50.3,52.72,30.7,6.38,2.07,14.35,0.0,0.0,,,,,12.5,83.75,0.45,215.25,0.0,0.0,5.0,983.0,
2024-01-28 21:00:00,281.0,364.0,24.58,47.7,45.38,38.28,6.25,1.72,6.78,0.0,0.0,,,,,12.15,85.0,0.52,197.25,0.0,0.0,5.0,982.5,
2024-01-28 22:00:00,239.5,324.0,20.52,45.38,40.85,47.65,6.2,1.4,5.78,0.0,0.0,,,,,11.95,85.75,0.55,183.25,0.0,0.0,5.0,981.0,
