Timestamp,PM2.5 (µg/m³),PM10 (µg/m³),NO (µg/m³),NO2 (µg/m³),NOx (ppb),NH3 (µg/m³),SO2 (µg/m³),CO (mg/m³),Ozone (µg/m³),Benzene (µg/m³),Toluene (µg/m³),Xylene (µg/m³),O Xylene (µg/m³),Eth-Benzene (µg/m³),MP-Xylene (µg/m³),AT (°C),RH (%),WS (m/s),WD (deg),RF (mm),TOT-RF (mm),SR (W/mt2),BP (mmHg),VWS (m/s)
2021-04-11 14:00:00,42.75,153.75,0.40,6.43,6.82,32.33,5.48,0.72,NA,0.82,9.20,NA,NA,NA,NA,39.20,6.72,1.20,250.82,0.00,0.00,531.35,988.30,NA
2021-04-11 15:00:00,45.75,135.00,0.62,6.70,7.30,32.20,5.30,0.75,NA,0.88,9.35,NA,NA,NA,NA,39.08,6.85,1.17,257.82,0.00,0.00,401.70,987.60,NA
2021-04-11 16:00:00,39.25,133.50,0.60,6.55,7.22,30.40,4.93,0.78,NA,0.72,11.90,NA,NA,NA,NA,38.45,7.20,1.20,266.95,0.00,0.00,249.52,987.28,NA
2021-04-11 17:00:00,39.50,148.75,0.52,7.35,7.88,28.70,4.78,0.82,49.50,0.85,14.02,NA,NA,NA,NA,37.22,8.12,1.30,271.08,0.00,0.00,104.52,987.10,NA
2021-04-11 18:00:00,38.25,197.50,0.95,10.68,11.62,30.60,5.08,1.05,39.05,0.95,13.35,NA,NA,NA,NA,34.78,10.28,1.45,281.38,0.00,0.00,18.38,987.30,NA
2021-04-11 19:00:00,44.50,182.75,1.35,16.98,18.38,33.22,5.25,1.68,11.30,1.48,17.88,NA,NA,NA,NA,30.50,15.68,1.60,279.58,0.00,0.00,4.78,987.72,NA
2021-04-11 20:00:00,68.75,247.25,9.32,21.52,30.90,37.53,6.85,2.92,1.27,2.35,40.18,NA,NA,NA,NA,27.82,21.20,1.60,279.80,0.00,0.00,4.80,988.20,NA
2021-04-11 21:00:00,99.75,301.00,25.08,24.00,49.08,37.78,8.90,3.68,1.18,3.48,50.18,NA,NA,NA,NA,26.85,23.60,1.60,279.73,0.00,0.00,4.78,988.58,NA
2021-04-11 22:00:00,131.50,345.00,31.10,22.42,53.52,39.92,15.45,3.28,1.10,4.15,54.48,NA,NA,NA,NA,26.95,22.70,1.60,279.25,0.00,0.00,4.80,988.58,NA
2021-04-11 23:00:00,157.00,371.25,22.90,22.05,44.95,43.00,20.15,2.38,0.88,4.28,52.80,NA,NA,NA,NA,27.28,21.25,1.58,292.50,0.00,0.00,4.78,988.70,NA
2021-04-12 00:00:00,154.25,337.00,15.32,20.62,36.00,39.90,22.90,1.75,2.38,3.70,45.60,NA,NA,NA,NA,26.08,22.98,1.60,296.27,0.00,0.00,4.72,988.78,NA
2021-04-12 01:00:00,169.50,314.50,13.58,17.65,31.20,43.03,23.40,0.52,1.30,3.02,39.07,NA,NA,NA,NA,24.22,27.45,1.60,304.77,0.00,0.00,4.72,988.70,NA
2021-04-12 02:00:00,259.25,389.00,14.60,18.10,32.80,43.40,27.10,0.50,1.42,3.20,33.47,NA,NA,NA,NA,23.55,29.38,1.60,304.70,0.00,0.00,4.78,988.55,NA
2021-04-12 03:00:00,308.50,423.50,12.25,16.48,28.70,38.92,24.95,0.48,2.78,3.20,26.62,NA,NA,NA,NA,23.12,30.52,1.60,304.70,0.00,0.00,4.75,988.32,NA
2021-04-12 04:00:00,255.75,350.75,9.32,14.25,23.55,36.85,16.98,0.30,5.18,2.85,22.20,NA,NA,NA,NA,22.40,33.25,1.60,304.60,0.00,0.00,4.72,988.40,NA
2021-04-12 05:00:00,161.25,239.50,9.90,14.15,24.02,36.22,10.92,0.28,2.02,2.72,20.62,NA,NA,NA,NA,21.82,36.78,1.60,304.30,0.00,0.00,5.12,989.15,NA
2021-04-12 06:00:00,119.00,207.25,19.20,14.48,33.70,35.83,8.60,0.45,3.15,2.32,20.62,NA,NA,NA,NA,23.10,36.08,1.55,278.50,0.00,0.00,34.75,990.12,NA
2021-04-12 07:00:00,121.75,268.00,22.80,17.18,39.95,38.10,13.62,1.25,4.10,2.52,22.38,NA,NA,NA,NA,27.28,28.98,1.58,231.90,0.00,0.00,118.80,990.98,NA
2021-04-12 08:00:00,183.25,378.00,16.58,20.10,36.67,44.08,23.55,1.25,18.32,2.45,21.50,NA,NA,NA,NA,30.90,20.00,1.35,259.20,0.00,0.00,242.80,992.03,NA
2021-04-12 09:00:00,225.00,440.50,9.75,18.48,28.20,43.25,27.08,1.12,39.70,2.47,19.10,NA,NA,NA,NA,34.02,16.32,0.82,283.38,0.00,0.00,385.83,992.25,NA
2021-04-12 10:00:00,178.50,346.00,4.68,15.02,19.67,42.38,16.82,0.88,NA,2.08,16.60,NA,NA,NA,NA,35.50,14.98,1.05,307.50,0.00,0.00,510.05,992.12,NA
2021-04-12 11:00:00,113.25,259.50,1.40,12.58,13.98,39.98,10.05,0.78,NA,2.15,14.70,NA,NA,NA,NA,37.25,13.02,0.95,313.05,0.00,0.00,599.50,991.72,NA
2021-04-12 12:00:00,60.75,177.50,0.90,9.60,10.45,36.95,8.12,0.60,NA,1.85,12.55,NA,NA,NA,NA,38.70,10.68,0.80,283.25,0.00,0.00,628.48,990.82,NA
2021-04-12 13:00:00,45.00,143.00,0.60,8.30,NA,34.70,6.60,0.70,NA,1.50,12.50,NA,NA,NA,NA,39.40,9.80,1.00,240.70,0.00,0.00,620.50,990.20,NA
2021-04-12 14:00:00,42.00,132.25,0.73,8.15,8.85,33.65,6.35,0.68,NA,1.18,9.65,NA,NA,NA,NA,39.60,8.85,1.18,236.88,0.00,0.00,505.40,988.90,NA
2021-04-12 15:00:00,43.00,137.75,0.48,7.40,7.85,34.47,6.75,0.68,NA,1.08,10.58,NA,NA,NA,NA,39.25,9.20,1.20,251.98,0.00,0.00,365.40,988.10,NA
2021-04-12 16:00:00,46.00,154.25,0.45,7.32,7.80,32.88,7.45,0.70,NA,1.08,11.30,NA,NA,NA,NA,38.53,9.50,1.20,247.20,0.00,0.00,220.92,987.55,NA
2021-04-12 17:00:00,46.50,169.25,0.92,9.22,10.28,32.62,6.00,0.82,NA,1.05,13.62,NA,NA,NA,NA,37.78,9.62,1.30,272.20,0.00,0.00,101.30,987.22,NA
2021-04-12 18:00:00,50.25,198.75,0.68,12.02,12.73,31.83,6.38,1.02,38.97,1.38,29.12,NA,NA,NA,NA,35.35,11.60,1.48,257.58,0.00,0.00,18.98,987.38,NA
2021-04-12 19:00:00,65.25,241.50,6.52,22.68,29.22,33.80,8.00,2.10,6.02,2.82,47.10,NA,NA,NA,NA,32.28,16.10,1.55,312.42,0.00,0.00,4.72,987.98,NA
2021-04-12 20:00:00,109.25,356.00,19.10,24.05,43.15,36.02,14.87,2.92,1.30,3.55,52.03,NA,NA,NA,NA,29.70,21.12,1.52,157.85,0.00,0.00,4.70,988.55,NA
2021-04-12 21:00:00,167.00,434.00,18.82,24.18,43.05,39.83,19.62,2.58,2.00,4.03,49.80,NA,NA,NA,NA,30.60,19.73,1.38,181.92,0.00,0.00,4.70,989.20,NA
2021-04-12 22:00:00,152.75,374.25,9.78,17.77,27.52,41.65,20.52,1.65,15.58,3.45,37.72,NA,NA,NA,NA,31.30,19.00,0.80,20.32,0.00,0.00,4.70,989.48,NA
2021-04-12 23:00:00,113.75,272.50,8.05,18.25,26.30,42.45,23.75,1.58,6.02,3.42,29.50,NA,NA,NA,NA,27.67,26.25,0.30,33.05,0.00,0.00,4.72,989.35,NA
2021-04-13 00:00:00,122.75,252.25,6.52,16.55,23.08,42.20,20.58,1.45,6.32,3.28,24.35,NA,NA,NA,NA,25.70,30.05,0.30,31.90,0.00,0.00,4.72,988.82,NA
2021-04-13 01:00:00,127.50,229.75,6.55,16.38,22.92,43.38,19.15,0.75,8.70,2.92,20.92,NA,NA,NA,NA,25.83,28.18,0.45,178.40,0.00,0.00,4.75,988.53,NA
2021-04-13 02:00:00,143.75,227.50,6.30,14.00,20.30,44.00,13.40,0.50,8.95,2.70,18.70,NA,NA,NA,NA,25.68,28.42,1.60,291.60,0.00,0.00,4.80,987.90,NA
2021-04-13 03:00:00,87.50,160.50,5.35,13.65,19.00,38.30,15.12,0.55,9.35,2.42,19.40,NA,NA,NA,NA,24.50,31.10,1.60,286.02,0.00,0.00,4.78,987.50,NA
2021-04-13 04:00:00,77.75,156.00,5.72,12.82,18.55,33.65,9.07,0.43,8.60,2.15,17.53,NA,NA,NA,NA,25.10,29.38,1.55,264.75,0.00,0.00,4.75,987.70,NA
2021-04-13 05:00:00,66.00,143.75,5.43,13.20,18.60,32.80,9.57,0.43,4.60,2.00,18.15,NA,NA,NA,NA,23.28,34.58,1.60,242.10,0.00,0.00,5.12,988.03,NA
2021-04-13 06:00:00,87.75,182.75,9.62,14.73,24.32,33.80,12.70,0.55,1.78,2.10,22.78,NA,NA,NA,NA,24.42,33.55,1.55,240.18,0.00,0.00,30.30,988.58,NA
2021-04-13 07:00:00,150.75,303.25,15.18,17.38,32.52,36.80,29.15,1.30,4.15,2.12,23.60,NA,NA,NA,NA,28.52,26.65,1.45,252.73,0.00,0.00,123.95,989.30,NA
2021-04-13 08:00:00,238.00,444.25,11.78,18.85,30.62,40.00,23.55,1.23,18.27,2.47,24.30,NA,NA,NA,NA,30.72,23.40,1.30,244.95,0.00,0.00,260.80,990.15,NA
2021-04-13 09:00:00,194.00,368.00,7.70,19.00,26.72,42.35,25.40,1.30,38.85,2.30,19.30,NA,NA,NA,NA,33.75,19.48,1.23,237.45,0.00,0.00,396.85,990.65,NA
2021-04-13 10:00:00,170.50,332.75,3.73,17.15,20.90,41.68,17.18,1.12,NA,2.02,17.18,NA,NA,NA,NA,36.17,15.62,1.27,243.95,0.00,0.00,520.62,990.55,NA
2021-04-13 11:00:00,107.25,239.25,1.05,13.90,14.95,39.62,10.23,0.92,NA,1.95,15.52,NA,NA,NA,NA,38.05,12.92,1.25,249.75,0.00,0.00,604.20,989.95,NA
2021-04-13 12:00:00,70.75,215.00,1.02,10.23,11.25,37.88,8.18,0.80,NA,1.52,13.48,NA,NA,NA,NA,39.03,11.65,1.23,251.05,0.00,0.00,627.28,988.92,NA
2021-04-13 13:00:00,55.25,188.50,0.82,8.65,9.48,35.52,6.62,0.72,NA,1.38,12.45,NA,NA,NA,NA,39.83,10.52,1.23,257.60,0.00,0.00,607.90,987.85,NA
2021-04-13 14:00:00,46.25,172.25,0.88,8.00,8.88,33.25,5.03,0.70,NA,1.15,10.72,NA,NA,NA,NA,40.38,9.82,1.25,266.05,0.00,0.00,525.00,986.75,NA
2021-04-13 15:00:00,43.25,173.25,0.88,7.78,8.72,31.05,4.40,0.68,NA,0.88,10.22,NA,NA,NA,NA,40.22,9.55,1.20,275.48,0.00,0.00,388.35,985.90,NA
2021-04-13 16:00:00,41.00,187.50,0.45,7.45,7.88,32.25,4.20,0.68,NA,0.90,11.60,NA,NA,NA,NA,39.47,9.62,1.27,272.05,0.00,0.00,238.10,985.25,NA
2021-04-13 17:00:00,42.25,218.50,0.22,8.12,8.32,31.78,4.25,0.72,49.50,0.88,12.50,NA,NA,NA,NA,38.28,10.38,1.23,278.68,0.00,0.00,104.70,985.00,NA
2021-04-13 18:00:00,44.75,193.50,0.90,11.50,12.38,33.08,4.55,0.90,35.98,1.30,17.02,NA,NA,NA,NA,36.10,12.42,1.30,278.98,0.00,0.00,19.30,985.20,NA
2021-04-13 19:00:00,46.25,219.25,1.00,15.40,16.40,34.20,5.02,1.55,17.48,1.80,29.05,NA,NA,NA,NA,34.02,14.48,1.40,273.75,0.00,0.00,4.75,985.65,NA
2021-04-13 20:00:00,66.50,270.75,2.47,18.80,21.28,35.72,7.32,1.82,6.18,2.40,42.82,NA,NA,NA,NA,32.55,16.62,1.50,260.75,0.00,0.00,4.75,986.18,NA
2021-04-13 21:00:00,83.50,297.00,10.15,21.95,32.05,37.72,9.62,2.12,1.30,2.80,51.62,NA,NA,NA,NA,31.02,19.08,1.60,258.40,0.00,0.00,4.72,986.75,NA
2021-04-13 22:00:00,92.75,318.25,9.15,19.88,28.98,39.35,12.00,1.72,3.97,3.03,56.80,NA,NA,NA,NA,31.52,17.55,1.27,278.02,0.00,0.00,4.70,986.90,NA
2021-04-13 23:00:00,87.75,294.25,6.08,16.72,22.75,38.52,14.62,1.23,12.15,2.58,43.25,NA,NA,NA,NA,30.80,17.70,1.15,282.15,0.00,0.00,4.70,986.90,NA
2021-04-14 00:00:00,81.25,262.00,4.70,14.52,19.20,37.75,14.12,1.10,17.22,2.00,34.03,NA,NA,NA,NA,30.38,18.30,1.48,287.92,0.00,0.00,4.70,986.78,NA
2021-04-14 01:00:00,75.50,226.75,4.32,13.65,17.98,38.72,19.20,0.68,16.20,1.67,28.55,NA,NA,NA,NA,29.72,20.00,1.15,295.65,0.00,0.00,4.72,986.40,NA
2021-04-14 02:00:00,80.50,224.50,3.00,13.40,16.50,40.30,15.60,0.60,20.45,1.45,22.38,NA,NA,NA,NA,28.78,21.98,1.35,291.40,0.00,0.00,4.72,985.98,NA
2021-04-14 03:00:00,93.50,226.50,4.08,13.85,17.88,37.50,22.33,0.68,15.08,1.25,17.38,NA,NA,NA,NA,28.22,23.25,1.10,305.32,0.00,0.00,4.78,985.62,NA
2021-04-14 04:00:00,140.25,258.75,4.05,14.02,18.10,35.55,17.80,0.70,18.10,1.30,14.38,NA,NA,NA,NA,28.10,24.08,1.20,329.00,0.00,0.00,4.72,985.50,NA
2021-04-14 05:00:00,103.75,218.75,3.00,13.60,16.62,36.52,20.65,0.80,16.68,1.50,12.52,NA,NA,NA,NA,27.12,25.75,1.10,221.48,0.00,0.00,5.10,985.88,NA
2021-04-14 06:00:00,115.25,221.75,3.72,14.15,17.90,36.80,14.73,0.85,15.22,1.30,11.30,NA,NA,NA,NA,27.15,26.78,1.45,269.73,0.00,0.00,32.32,986.45,NA
2021-04-14 07:00:00,76.75,200.25,4.00,13.50,17.52,38.12,8.43,1.02,24.72,1.38,10.98,NA,NA,NA,NA,29.90,23.62,1.25,269.08,0.00,0.00,140.02,987.12,NA
2021-04-14 08:00:00,73.00,198.25,3.90,15.18,19.08,39.83,14.15,1.10,30.45,1.30,13.32,NA,NA,NA,NA,31.75,22.22,1.25,250.70,0.00,0.00,280.90,988.15,NA
2021-04-14 09:00:00,96.75,242.75,2.62,13.30,15.92,41.02,17.23,1.10,46.10,1.50,13.48,NA,NA,NA,NA,34.85,18.08,1.32,266.58,0.00,0.00,431.48,988.68,NA
2021-04-14 10:00:00,106.25,233.00,1.60,12.55,14.15,41.20,13.88,1.05,NA,1.45,14.75,NA,NA,NA,NA,36.83,15.48,1.20,277.82,0.00,0.00,547.45,988.82,NA
2021-04-14 11:00:00,84.50,221.00,1.40,10.18,11.58,40.75,10.15,0.98,NA,1.27,16.32,NA,NA,NA,NA,38.38,12.92,1.23,271.65,0.00,0.00,621.40,988.40,NA
2021-04-14 12:00:00,78.00,223.00,1.08,8.85,9.88,38.40,7.18,0.82,NA,1.08,17.73,NA,NA,NA,NA,39.60,11.38,1.12,267.25,0.00,0.00,646.80,987.68,NA
2021-04-14 13:00:00,43.25,170.00,0.68,8.62,9.38,36.38,7.22,0.72,NA,1.02,17.12,NA,NA,NA,NA,40.62,9.50,1.20,263.35,0.00,0.00,616.75,986.68,NA
2021-04-14 14:00:00,37.50,152.50,0.42,7.72,8.15,33.72,5.65,0.70,NA,0.85,15.82,NA,NA,NA,NA,41.02,8.78,1.18,265.17,0.00,0.00,526.28,985.55,NA
2021-04-14 15:00:00,38.25,146.50,0.45,6.95,7.40,34.10,4.72,0.70,1.00,0.70,12.42,NA,NA,NA,NA,40.80,8.50,1.20,260.18,0.00,0.00,390.60,984.62,NA
2021-04-14 16:00:00,44.75,155.00,0.50,6.62,7.12,33.72,5.08,0.70,NA,0.72,16.02,NA,NA,NA,NA,39.10,9.48,1.25,256.12,0.00,0.00,174.12,983.97,NA
2021-04-14 17:00:00,44.00,171.25,0.43,8.10,8.60,33.00,5.45,0.80,49.05,1.18,13.55,NA,NA,NA,NA,38.10,11.05,1.25,248.65,0.00,0.00,104.43,983.75,NA
2021-04-14 18:00:00,47.00,184.50,0.48,11.18,11.65,32.92,4.88,0.98,36.60,1.48,14.12,NA,NA,NA,NA,36.48,12.45,1.38,247.68,0.00,0.00,20.32,984.28,NA
2021-04-14 19:00:00,59.25,202.50,1.10,14.28,15.35,34.02,6.02,1.38,26.10,1.95,22.35,NA,NA,NA,NA,35.20,12.98,1.40,261.30,0.00,0.00,4.82,984.90,NA
2021-04-14 20:00:00,66.50,252.00,1.50,14.65,16.15,32.72,6.30,1.45,18.55,2.00,36.80,NA,NA,NA,NA,33.70,13.60,1.27,244.10,0.00,0.00,4.80,985.48,NA
2021-04-14 21:00:00,58.00,244.25,2.35,16.58,18.92,32.33,6.32,1.42,12.50,1.90,32.42,NA,NA,NA,NA,32.58,15.22,1.27,216.70,0.00,0.00,4.78,986.40,NA
2021-04-14 22:00:00,56.75,219.00,3.08,18.32,21.38,35.72,7.60,1.48,4.22,1.83,25.25,NA,NA,NA,NA,30.42,18.55,1.60,239.45,0.00,0.00,4.80,986.32,NA
2021-04-14 23:00:00,62.50,210.25,5.85,18.48,24.33,36.45,6.70,1.50,1.08,2.00,23.95,NA,NA,NA,NA,28.60,21.22,1.58,216.32,0.00,0.00,4.78,986.12,NA
2021-04-15 00:00:00,64.00,200.75,7.60,18.68,26.28,35.72,6.15,1.42,0.80,2.60,23.62,NA,NA,NA,NA,27.50,23.90,1.60,232.58,0.00,0.00,4.80,985.68,NA
2021-04-15 01:00:00,67.25,201.00,11.10,18.53,29.62,39.55,5.98,1.05,0.60,3.08,25.35,NA,NA,NA,NA,27.90,23.30,1.60,245.23,0.00,0.00,4.78,985.22,NA
2021-04-15 02:00:00,76.50,211.25,8.40,15.40,23.80,40.00,8.80,0.80,3.15,2.97,24.80,NA,NA,NA,NA,28.50,22.22,1.40,267.52,0.00,0.00,4.80,985.10,NA
2021-04-15 03:00:00,94.00,232.50,8.93,16.45,25.22,33.50,14.52,0.90,1.15,3.22,23.98,NA,NA,NA,NA,27.00,25.02,1.48,283.55,0.00,0.00,4.78,984.95,NA
2021-04-15 04:00:00,145.50,297.50,7.55,15.50,23.05,34.70,11.92,0.88,2.68,2.92,26.25,NA,NA,NA,NA,25.30,28.62,1.58,227.15,0.00,0.00,4.80,985.05,NA
2021-04-15 05:00:00,130.75,261.75,7.72,14.70,22.48,36.05,16.18,0.90,2.58,2.70,24.50,NA,NA,NA,NA,25.88,27.28,1.45,224.42,0.00,0.00,5.22,985.60,NA
2021-04-15 06:00:00,137.00,281.00,6.62,13.42,20.02,36.90,21.60,0.90,10.65,2.30,20.20,NA,NA,NA,NA,27.82,22.22,1.35,227.40,0.00,0.00,34.50,986.22,NA
2021-04-15 07:00:00,122.50,251.00,6.10,13.60,19.70,36.90,9.05,0.95,15.18,2.08,15.58,NA,NA,NA,NA,29.72,20.40,1.23,224.18,0.00,0.00,135.15,986.90,NA
2021-04-15 08:00:00,69.25,207.50,6.28,14.20,20.48,36.83,6.90,0.95,20.98,1.82,13.32,NA,NA,NA,NA,32.22,17.27,1.30,241.98,0.00,0.00,269.42,987.55,NA
2021-04-15 09:00:00,68.75,241.50,4.25,14.35,18.58,35.33,6.42,1.00,36.62,1.78,13.30,NA,NA,NA,NA,35.08,14.48,1.35,249.90,0.00,0.00,413.10,988.05,NA
2021-04-15 10:00:00,77.00,261.25,1.83,13.82,15.68,36.52,9.32,1.00,NA,1.75,14.60,NA,NA,NA,NA,37.33,13.60,1.20,274.05,0.00,0.00,514.60,988.03,NA
2021-04-15 11:00:00,88.75,306.75,0.82,12.10,12.92,36.42,12.48,0.95,NA,1.88,15.90,NA,NA,NA,NA,38.53,13.48,1.25,262.25,0.00,0.00,545.62,987.50,NA
2021-04-15 12:00:00,91.25,327.75,0.88,10.12,10.98,35.25,9.45,0.85,NA,1.68,17.28,NA,NA,NA,NA,39.40,12.52,1.25,255.77,0.00,0.00,605.67,986.58,NA
2021-04-15 13:00:00,70.75,294.00,0.65,8.12,8.90,33.67,8.10,0.80,NA,1.32,16.38,NA,NA,NA,NA,40.40,10.70,1.20,277.08,0.00,0.00,567.72,985.38,NA
2021-04-15 14:00:00,59.75,232.50,0.78,7.70,8.50,32.03,6.98,0.72,NA,1.12,14.80,NA,NA,NA,NA,40.72,9.62,1.23,272.45,0.00,0.00,477.80,984.32,NA
2021-04-15 15:00:00,54.00,206.25,0.52,7.40,7.93,30.58,6.10,0.70,NA,0.98,15.40,NA,NA,NA,NA,40.55,8.85,1.23,258.65,0.00,0.00,364.58,983.35,NA
2021-04-15 16:00:00,47.50,193.75,0.90,7.72,8.62,29.20,6.10,0.68,NA,1.02,14.80,NA,NA,NA,NA,39.62,8.80,1.25,255.30,0.00,0.00,225.85,982.88,NA
2021-04-15 17:00:00,46.25,191.25,0.90,9.20,10.10,28.05,5.82,0.78,46.25,1.05,18.85,NA,NA,NA,NA,38.35,9.10,1.27,263.72,0.00,0.00,90.80,982.68,NA
2021-04-15 18:00:00,50.00,212.50,0.62,11.65,12.28,30.12,6.12,0.98,36.55,1.30,26.60,NA,NA,NA,NA,36.62,10.28,1.20,261.77,0.00,0.00,18.55,982.82,NA
2021-04-15 19:00:00,61.75,268.75,0.95,16.40,17.32,31.67,6.62,1.48,18.38,1.92,53.98,NA,NA,NA,NA,34.78,11.77,1.27,262.90,0.00,0.00,4.78,983.28,NA
2021-04-15 20:00:00,75.25,284.50,2.05,18.92,20.98,32.98,8.82,1.72,7.90,2.62,66.82,NA,NA,NA,NA,33.40,13.02,1.12,263.82,0.00,0.00,4.80,983.82,NA
2021-04-15 21:00:00,90.25,301.75,3.35,20.10,23.48,33.90,12.98,1.68,5.62,2.90,57.40,NA,NA,NA,NA,32.88,14.25,1.27,289.27,0.00,0.00,4.78,984.45,NA
2021-04-15 22:00:00,89.00,319.50,3.88,19.52,23.40,35.35,12.52,1.50,4.05,2.52,55.98,NA,NA,NA,NA,30.02,18.98,1.60,283.08,0.00,0.00,4.80,984.98,NA
2021-04-15 23:00:00,91.75,335.75,5.28,18.62,23.88,36.35,14.65,1.40,2.55,2.32,48.82,NA,NA,NA,NA,28.38,22.48,1.45,284.40,0.00,0.00,4.80,984.95,NA
2021-04-16 00:00:00,109.75,331.75,5.28,16.75,22.02,38.83,18.65,1.20,11.58,2.08,39.88,NA,NA,NA,NA,30.30,20.00,1.38,333.52,0.00,0.00,4.75,984.70,NA
2021-04-16 01:00:00,169.50,345.00,4.15,16.10,20.23,38.65,22.40,0.90,4.70,3.02,30.50,NA,NA,NA,NA,28.00,24.55,1.55,166.65,0.00,0.00,4.78,984.10,NA
2021-04-16 02:00:00,184.00,334.00,4.70,13.40,18.20,38.60,30.90,1.00,6.35,2.50,24.32,NA,NA,NA,NA,27.58,25.92,1.50,160.92,0.00,0.00,4.82,983.75,NA
2021-04-16 03:00:00,196.00,333.25,3.82,13.40,17.23,36.75,27.12,1.00,6.95,2.45,19.80,NA,NA,NA,NA,26.25,29.32,1.48,41.10,0.00,0.00,4.75,983.55,NA
2021-04-16 04:00:00,192.00,317.00,4.88,14.22,19.10,35.28,25.55,1.05,2.12,2.55,16.80,NA,NA,NA,NA,24.25,34.25,1.60,55.50,0.00,0.00,4.80,983.70,NA
2021-04-16 05:00:00,196.25,318.50,10.65,14.08,24.70,35.55,27.05,1.12,0.90,2.90,15.38,NA,NA,NA,NA,23.72,36.67,1.60,51.95,0.00,0.00,5.28,984.48,NA
2021-04-16 06:00:00,225.25,356.50,12.35,14.10,26.45,38.58,20.18,1.20,1.20,3.20,17.47,NA,NA,NA,NA,24.65,36.90,1.42,135.68,0.00,0.00,31.80,985.25,NA
2021-04-16 07:00:00,170.00,341.75,14.90,17.00,31.48,38.22,18.92,1.20,2.92,2.95,17.40,NA,NA,NA,NA,28.58,26.80,1.48,222.70,0.00,0.00,118.20,986.02,NA
2021-04-16 08:00:00,185.25,402.50,11.50,17.73,29.20,41.28,17.65,1.12,20.32,2.62,16.05,NA,NA,NA,NA,31.55,20.60,1.30,225.00,0.00,0.00,249.25,986.68,NA
2021-04-16 09:00:00,177.50,377.00,7.10,17.27,24.38,39.95,13.30,0.98,39.38,2.28,13.72,NA,NA,NA,NA,35.08,16.42,0.43,191.25,0.00,0.00,393.28,986.72,NA
2021-04-16 10:00:00,125.00,287.00,4.38,18.27,22.67,36.60,13.00,0.90,44.40,1.83,12.10,NA,NA,NA,NA,37.47,13.18,1.03,153.75,0.00,0.00,497.72,986.38,NA
2021-04-16 11:00:00,57.00,189.00,4.82,26.65,32.25,40.70,18.70,1.60,NA,1.75,10.82,NA,NA,NA,NA,38.90,10.82,0.98,148.12,0.00,0.00,597.95,985.72,NA
2021-04-16 12:00:00,54.75,182.75,2.65,20.88,23.52,38.83,6.42,0.55,NA,1.05,10.65,NA,NA,NA,NA,39.38,9.95,1.05,132.60,0.00,0.00,487.15,984.90,NA
2021-04-16 13:00:00,47.50,164.50,0.62,18.17,18.75,39.28,6.68,0.75,NA,0.78,8.55,NA,NA,NA,NA,40.20,9.75,0.85,120.38,0.00,0.00,541.65,983.80,NA
2021-04-16 14:00:00,45.75,174.75,1.95,18.12,19.25,38.65,7.00,0.72,NA,0.70,7.62,NA,NA,NA,NA,40.02,9.78,0.95,157.20,0.00,0.00,415.60,982.40,NA
2021-04-16 15:00:00,43.75,187.25,1.78,18.50,20.25,39.53,5.40,0.72,NA,0.55,6.15,NA,NA,NA,NA,39.15,10.23,1.15,177.32,0.00,0.00,200.18,981.47,NA
2021-04-16 16:00:00,48.00,295.25,2.12,20.45,22.58,39.28,4.82,0.80,42.40,0.55,7.25,NA,NA,NA,NA,35.67,14.20,1.25,229.92,0.00,0.00,35.25,981.65,NA
2021-04-16 17:00:00,67.75,712.50,5.70,28.58,34.30,42.52,4.75,0.98,25.30,0.92,10.45,NA,NA,NA,NA,33.62,19.40,1.05,291.68,0.00,0.00,10.40,982.70,NA
2021-04-16 18:00:00,59.25,594.25,2.58,22.80,25.35,45.47,5.80,0.82,13.48,1.18,13.52,NA,NA,NA,NA,26.48,44.38,1.25,262.73,0.00,0.00,5.92,985.82,NA
2021-04-16 19:00:00,71.25,440.00,3.48,22.62,26.10,45.80,4.45,1.08,6.93,1.02,14.85,NA,NA,NA,NA,23.65,63.02,1.27,277.48,0.00,0.00,4.57,987.85,NA
2021-04-16 20:00:00,62.00,183.50,5.38,22.75,28.17,45.18,4.10,1.10,7.78,1.17,13.23,NA,NA,NA,NA,24.02,57.98,1.27,269.23,0.00,0.00,4.50,989.15,NA
2021-04-16 21:00:00,35.00,80.00,4.70,21.42,26.08,44.45,3.38,0.98,9.85,1.20,11.68,NA,NA,NA,NA,24.33,51.50,0.88,175.50,0.00,0.00,4.47,987.82,NA
2021-04-16 22:00:00,17.25,NA,5.25,25.48,30.72,41.53,3.18,0.92,10.20,0.78,9.70,NA,NA,NA,NA,25.40,42.72,0.75,193.55,0.00,0.00,4.47,986.68,NA
2021-04-16 23:00:00,16.75,NA,8.10,22.95,30.98,44.85,12.55,0.82,14.25,0.68,8.55,NA,NA,NA,NA,26.45,37.08,1.30,82.12,0.00,0.00,4.53,985.62,NA
2021-04-17 00:00:00,16.50,77.00,11.45,28.68,40.15,41.60,17.90,0.98,5.60,0.60,10.20,NA,NA,NA,NA,25.48,40.70,1.50,46.32,0.00,0.00,4.70,985.25,NA
2021-04-17 01:00:00,42.75,87.00,12.92,25.22,38.30,51.38,14.50,1.12,10.60,1.18,10.75,NA,NA,NA,NA,24.35,44.97,1.30,19.55,0.00,0.00,4.75,984.58,NA
